# format: x, y, z, (trackId)+
413, 73.3161, 198.746, 2539
413, 87.9433, 1026.07, 6449
413, 89.1634, 1431.95, 6165
425, 71.9237, 203.962, 2539
425, 88.387, 1463.01, 6165
425, 90.6607, 1037.94, 6449
437, 70.6717, 208.241, 2539
437, 88.3748, 1480.32, 6165
437, 93.4795, 1049.56, 6449
449, 69.0885, 213.529, 2539
449, 87.1446, 1505.81, 6165
449, 96.1024, 1061.74, 6449
461, 67.8196, 218.024, 2539
461, 86.6396, 1530.52, 6165
461, 98.1385, 1070.14, 6449
473, 66.1158, 222.977, 2539
473, 85.5465, 1555.84, 6165
473, 100.762, 1083.44, 6449
485, 64.236, 228.495, 2539
485, 83.9866, 1582.01, 6165
485, 103.046, 1091.98, 6449
497, 62.5504, 234.015, 2539
497, 82.7274, 1605.18, 6165
497, 87.5, 1591.26, 6165
497, 105.453, 1105.13, 6449
509, 60.9394, 237.881, 2539
509, 81.8264, 1624.68, 6165
509, 107.432, 1115.29, 6449
521, 58.6849, 244.507, 2539
521, 81.0241, 1636.86, 6165
521, 109.949, 1126.46, 6449
533, 57.0569, 247.271, 2539
533, 111.921, 1138.14, 6449
545, 54.5529, 253.449, 2539
545, 114.254, 1147.47, 6449
557, 52.3043, 257.47, 2539
557, 116.188, 1158.42, 6449
569, 49.4797, 263.219, 2539
569, 118.413, 1169.82, 6449
581, 46.9959, 267.563, 2539
581, 120.317, 1181.08, 6449
593, 44.5584, 272.558, 2539
593, 122.058, 1191.48, 6449
605, 41.7207, 277.294, 2539
605, 124.247, 1202.06, 6449
617, 38.9521, 282.068, 2539
617, 125.774, 1212.88, 6449
629, 35.7567, 287.236, 2539
629, 127.997, 1224.82, 6449
641, 32.6398, 292.213, 2539
641, 129.794, 1236.39, 6449
653, 29.4859, 297.108, 2539
653, 131.142, 1245.85, 6449
665, 26.4509, 301.953, 2539
665, 132.859, 1254.5, 6449
677, 22.6151, 307.259, 2539
677, 134.444, 1266.64, 6449
689, 19.4823, 311.941, 2539
689, 135.961, 1278.38, 6449
701, 15.7157, 316.999, 2539
701, 137.652, 1287.93, 6449
713, 11.4993, 322.833, 2539
713, 139.226, 1299.81, 6449
725, 8.17602, 327.047, 2539
725, 140.85, 1312.7, 6449
740, 2.33984, 334.768, 2539
740, 141.885, 1320.91, 6449
758, -3.7948, 342.52, 2539
758, 144.294, 1341.46, 6449
776, -9.86118, 350.099, 2539
776, 145.984, 1356.41, 6449
794, -16.7744, 358.172, 2539
794, 147.841, 1371.04, 6449
812, -23.5027, 365.898, 2539
812, 149.708, 1390.15, 6449
830, -31.1586, 374.275, 2539
830, 151.283, 1407.41, 6449
848, -38.4097, 381.874, 2539
848, 152.856, 1422.68, 6449
866, -217.5, 275.71, 6357
866, -46.5863, 390.574, 2539
866, 154.122, 1434.41, 6449
884, -222.148, 272.444, 6357
884, -54.6106, 398.836, 2539
884, 155.41, 1452.93, 6449
902, -221.998, 266.173, 6357
902, -62.8635, 406.942, 2539
902, 156.477, 1469.24, 6449
920, -221.673, 262.137, 6357
920, -71.8891, 415.777, 2539
920, 157.804, 1485, 6449
938, -219.926, 258.222, 6357
938, -81.0697, 423.895, 2539
938, 158.794, 1500.74, 6449
956, -218.71, 254.386, 6357
956, -89.175, 431.298, 2539
956, 159.421, 1517.64, 6449
974, -217.022, 251.443, 6357
974, -99.9351, 440.495, 2539
974, 160.252, 1530.95, 6449
992, -214.756, 246.961, 6357
992, -109.362, 448.376, 2539
992, 161.215, 1550.58, 6449
